x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,x34,y34,z34,v34,x35,y35,z35,v35,x36,y36,z36,v36,x37,y37,z37,v37,x38,y38,z38,v38,x39,y39,z39,v39,x40,y40,z40,v40,x41,y41,z41,v41,x42,y42,z42,v42,x43,y43,z43,v43,x44,y44,z44,v44,x45,y45,z45,v45,x46,y46,z46,v46,x47,y47,z47,v47,x48,y48,z48,v48,x49,y49,z49,v49,x50,y50,z50,v50,x51,y51,z51,v51,x52,y52,z52,v52,x53,y53,z53,v53,x54,y54,z54,v54,x55,y55,z55,v55,x56,y56,z56,v56,x57,y57,z57,v57,x58,y58,z58,v58,x59,y59,z59,v59,x60,y60,z60,v60,x61,y61,z61,v61,x62,y62,z62,v62,x63,y63,z63,v63,x64,y64,z64,v64,x65,y65,z65,v65,x66,y66,z66,v66,x67,y67,z67,v67,x68,y68,z68,v68,x69,y69,z69,v69,x70,y70,z70,v70,x71,y71,z71,v71,x72,y72,z72,v72,x73,y73,z73,v73,x74,y74,z74,v74,x75,y75,z75,v75
0.601320207118988,0.8066442012786865,-0.7159193158149719,0.9996237754821777,0.627795398235321,0.7376369833946228,-0.7104100584983826,0.998823344707489,0.642652153968811,0.7344911098480225,-0.7101793885231018,0.9991551637649536,0.657174289226532,0.7314409613609314,-0.7102763056755066,0.9988787770271301,0.5757715702056885,0.7427778840065002,-0.7092577219009399,0.999005138874054,0.5580477714538574,0.7417225241661072,-0.7083250880241394,0.9991794228553772,0.5427073240280151,0.7403809428215027,-0.7085325121879578,0.9989898800849915,0.6826934814453125,0.734893798828125,-0.47646838426589966,0.9992133378982544,0.5233935713768005,0.7443556189537048,-0.4562315046787262,0.9994483590126038,0.6312943696975708,0.8519324064254761,-0.608696699142456,0.9994885921478271,0.5743553042411804,0.8607808947563171,-0.6033210754394531,0.9996206760406494,0.8055953979492188,0.9642075896263123,-0.2743184566497803,0.9983677268028259,0.4044441282749176,0.9570534229278564,-0.2796231210231781,0.9992111921310425,0.8546903729438782,1.2784247398376465,-0.18530377745628357,0.06514521688222885,0.3352086544036865,1.2430455684661865,-0.14289747178554535,0.11467181891202927,0.8368879556655884,1.5426312685012817,-0.3339177668094635,0.023562174290418625,0.34583815932273865,1.520203948020935,-0.34251049160957336,0.04356817156076431,0.8602175712585449,1.629447102546692,-0.40018731355667114,0.043776851147413254,0.32132601737976074,1.6166319847106934,-0.41117534041404724,0.07199467718601227,0.8231231570243835,1.6213626861572266,-0.450105756521225,0.07701899856328964,0.3560941517353058,1.6096574068069458,-0.4810897707939148,0.12001295387744904,0.8045650720596313,1.585790753364563,-0.36702635884284973,0.08179235458374023,0.37629058957099915,1.5718120336532593,-0.3829321265220642,0.11450175195932388,0.6982381939888,1.5336596965789795,-0.024074122309684753,0.00011746871314244345,0.45168060064315796,1.5330955982208252,0.02865869738161564,0.00010538433707552031,0.6788106560707092,2.026970624923706,-0.11358264833688736,0.0001587027800269425,0.45392554998397827,2.0227015018463135,-0.08845970779657364,6.14043528912589e-05,0.666111946105957,2.4803075790405273,0.20742683112621307,1.585190329933539e-05,0.4495510458946228,2.4766030311584473,0.08550066500902176,1.2134431699450943e-06,0.6714625954627991,2.550046443939209,0.21633486449718475,2.2896152586326934e-05,0.4485352635383606,2.553385019302368,0.08873776346445084,2.8088945782656083e-06,0.6151371002197266,2.644233226776123,-0.22310221195220947,3.3322918170597404e-05,0.4747433662414551,2.6191444396972656,-0.388004332780838,1.2584940122906119e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
